feature,importance,in_primary_517,spearman_rho_vs_volume,abs_rho_vs_volume,importance_rank
square_glszm_SmallAreaLowGrayLevelEmphasis,0.4311787769662799,True,-0.024543210033552677,0.024543210033552677,63
lbp-3D-k_firstorder_Range,0.42541064726272393,True,0.3596484674546347,0.3596484674546347,64
gradient_glszm_LargeAreaLowGrayLevelEmphasis,0.4132182872401238,True,0.5720831942841005,0.5720831942841005,65
lbp-3D-m1_gldm_LargeDependenceLowGrayLevelEmphasis,0.41123879815583664,True,0.17540578740499346,0.17540578740499346,66
lbp-3D-m2_gldm_DependenceEntropy,0.4056503605305099,True,0.5427564694877894,0.5427564694877894,67
lbp-3D-k_glszm_GrayLevelNonUniformity,0.4051914277777492,True,-0.08294943476710272,0.08294943476710272,68
wavelet-LLL_glcm_MCC,0.39766587969349954,True,-0.650225093344265,0.650225093344265,69
log-sigma-4-0-mm-3D_glcm_ClusterShade,0.38862040004378723,True,0.07268595673685069,0.07268595673685069,70
gradient_gldm_LargeDependenceEmphasis,0.38563865713655454,True,0.5350534998406316,0.5350534998406316,71
lbp-3D-m2_firstorder_Skewness,0.3846168074774056,True,-0.059023653082764076,0.059023653082764076,72
lbp-3D-m1_firstorder_10Percentile,0.3837141104800351,True,-0.30760448596284384,0.30760448596284384,73
gradient_glcm_Idn,0.38332354960434906,True,0.024790532264100707,0.024790532264100707,74
wavelet-LLL_firstorder_Mean,0.38211372764178064,True,-0.289755377869789,0.289755377869789,75
wavelet-LLH_glcm_ClusterProminence,0.3752096981098317,True,0.027746545224342466,0.027746545224342466,76
gradient_glrlm_ShortRunLowGrayLevelEmphasis,0.35476491257269804,True,0.41578312717451027,0.41578312717451027,77
wavelet-LLL_glcm_DifferenceEntropy,0.35468069042493783,True,-0.013361879250626688,0.013361879250626688,78
lbp-3D-m2_gldm_LargeDependenceEmphasis,0.34574535538427326,True,0.20302510817349373,0.20302510817349373,79
log-sigma-3-0-mm-3D_glcm_JointEntropy,0.342719159019719,True,-0.05271337286322112,0.05271337286322112,80
original_firstorder_Maximum,0.34147830830279147,True,-0.13141947951112964,0.13141947951112964,81
original_glcm_DifferenceEntropy,0.3399992685779147,True,-0.1724105177096031,0.1724105177096031,82
lbp-3D-m2_glrlm_LongRunEmphasis,0.3387703367441302,True,0.050607810518588495,0.050607810518588495,83
lbp-3D-m1_firstorder_Kurtosis,0.33710988508619544,True,0.0004995155596505613,0.0004995155596505613,84
wavelet-HHH_glcm_ClusterProminence,0.3332376251353098,True,-0.0313794729147443,0.0313794729147443,85
log-sigma-3-0-mm-3D_glcm_ClusterProminence,0.33136141355634136,True,-0.21207733696803352,0.21207733696803352,86
wavelet-HHH_glcm_Imc1,0.323273197552344,True,0.590794787516658,0.590794787516658,87
lbp-3D-m2_firstorder_Median,0.30818305343417607,True,-0.1155250572507137,0.1155250572507137,88
exponential_glrlm_RunLengthNonUniformityNormalized,0.3058430247289213,True,-0.5318640692353795,0.5318640692353795,89
log-sigma-3-0-mm-3D_glcm_ClusterShade,0.2998557207433538,True,-0.01298075778096584,0.01298075778096584,90
lbp-3D-m1_glcm_ClusterShade,0.29735037007380455,True,0.006850900172414508,0.006850900172414508,91
wavelet-LLL_firstorder_Range,0.2919041015430595,True,-0.11094663621550867,0.11094663621550867,92
gradient_gldm_DependenceNonUniformityNormalized,0.2906050968071567,True,-0.497692161088699,0.497692161088699,93
wavelet-LLL_glcm_MaximumProbability,0.28935421232872066,True,-0.5966404897110102,0.5966404897110102,94
log-sigma-3-0-mm-3D_glszm_SizeZoneNonUniformity,0.28099754701257496,True,0.08038061372819537,0.08038061372819537,95
lbp-3D-m1_glcm_Autocorrelation,0.27835479817066466,True,-0.2517874922067075,0.2517874922067075,96
squareroot_firstorder_Variance,0.2773811689220627,True,-0.22240569760161533,0.22240569760161533,97
exponential_glcm_ClusterProminence,0.2769646116336169,True,-0.11503379432005603,0.11503379432005603,98
wavelet-LLL_firstorder_10Percentile,0.26962951634429694,True,-0.29165054714976213,0.29165054714976213,99
exponential_glrlm_LongRunLowGrayLevelEmphasis,0.2618416265241265,True,0.703143292302369,0.703143292302369,100
lbp-3D-k_firstorder_10Percentile,0.25605906977058296,True,0.07495284122720704,0.07495284122720704,101
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.25030164161981455,True,-0.7026668844664031,0.7026668844664031,102
wavelet-LLH_firstorder_RootMeanSquared,0.24645721864173187,True,0.1352872277456416,0.1352872277456416,103
gradient_glszm_SizeZoneNonUniformityNormalized,0.2377150621153913,True,0.10133113566004089,0.10133113566004089,104
wavelet-LLL_firstorder_Skewness,0.23695735831219075,True,-0.0015421946014671458,0.0015421946014671458,105
lbp-3D-m1_glszm_HighGrayLevelZoneEmphasis,0.236397555755248,True,0.30715874908113233,0.30715874908113233,106
lbp-3D-m1_gldm_LargeDependenceEmphasis,0.23074872830061052,True,0.07661724521260559,0.07661724521260559,107
logarithm_glcm_MaximumProbability,0.2261228084898319,True,-0.024070881442681675,0.024070881442681675,108
log-sigma-4-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.2259805721066882,True,0.03350708717844879,0.03350708717844879,109
log-sigma-5-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.21529551175805556,True,0.27485756685869384,0.27485756685869384,110
log-sigma-5-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.214826306152687,True,-0.2510412543054934,0.2510412543054934,111
lbp-3D-m2_glcm_MaximumProbability,0.21455571638116822,True,-0.24055099563276275,0.24055099563276275,112
lbp-3D-k_glcm_ClusterShade,0.21263132338564755,True,0.07149121783523175,0.07149121783523175,113
wavelet-LLH_gldm_LargeDependenceEmphasis,0.2125642466464958,True,0.5111010369742353,0.5111010369742353,114
gradient_glcm_DifferenceEntropy,0.1968118436316802,True,-0.03147521519667761,0.03147521519667761,115
lbp-3D-k_glszm_ZoneEntropy,0.1962716158914021,True,-0.05535649488485461,0.05535649488485461,116
lbp-3D-m1_glcm_JointEntropy,0.1959056901194232,True,0.19571205352738608,0.19571205352738608,117
lbp-3D-m2_glcm_Imc2,0.19288754871579475,True,-0.358511821802279,0.358511821802279,118
gradient_firstorder_Kurtosis,0.19273819800286884,True,-0.07025297498445363,0.07025297498445363,119
square_firstorder_Kurtosis,0.19164365939277359,True,-0.09812837636267627,0.09812837636267627,120
lbp-3D-k_glcm_DifferenceEntropy,0.18653949237241116,True,0.1648399427202102,0.1648399427202102,121
wavelet-LLH_firstorder_10Percentile,0.1838758437298106,True,0.029519865053774935,0.029519865053774935,122
wavelet-HHH_glszm_LowGrayLevelZoneEmphasis,0.18356233988507503,True,-0.34138321562213764,0.34138321562213764,123
square_gldm_LargeDependenceLowGrayLevelEmphasis,0.1737408821326366,True,-0.10820939077015063,0.10820939077015063,124
wavelet-HHH_glszm_LargeAreaLowGrayLevelEmphasis,0.16934973571108994,True,0.17646068018653538,0.17646068018653538,125
log-sigma-5-0-mm-3D_firstorder_Maximum,0.1682411440466928,True,-0.0040051947986508045,0.0040051947986508045,126
original_glcm_Contrast,0.16274534563313198,True,-0.23247070697098204,0.23247070697098204,127
wavelet-LLH_glcm_Imc1,0.16032859840387526,True,0.7077558387045322,0.7077558387045322,128
wavelet-HHH_firstorder_InterquartileRange,0.1509456695424607,True,-0.16046504833816425,0.16046504833816425,129
logarithm_glszm_SizeZoneNonUniformityNormalized,0.149781277922447,True,-0.33085146862723586,0.33085146862723586,130
original_glcm_Idn,0.14889105185601384,True,0.3074586057104458,0.3074586057104458,131
lbp-3D-m2_glcm_Idn,0.14560825265372157,True,-0.2850574312717861,0.2850574312717861,132
exponential_firstorder_90Percentile,0.14554222298734182,True,-0.22819078701296922,0.22819078701296922,133
log-sigma-5-0-mm-3D_glcm_ClusterShade,0.14289572530623423,True,0.05238772912685096,0.05238772912685096,134
lbp-3D-k_firstorder_90Percentile,0.14274451495767596,True,0.24734440244489855,0.24734440244489855,135
gradient_glszm_ZoneEntropy,0.13999974483917332,True,0.0780435892533775,0.0780435892533775,136
original_shape_Elongation,0.13771871953201323,True,0.13105772245788988,0.13105772245788988,137
lbp-3D-k_gldm_DependenceNonUniformity,0.13720528259724823,True,0.7671571578964061,0.7671571578964061,138
wavelet-HLH_glrlm_LongRunHighGrayLevelEmphasis,0.1334895166150717,True,0.1563467864637065,0.1563467864637065,139
log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.12684397069109596,True,0.14635568341723565,0.14635568341723565,140
lbp-3D-k_glszm_SizeZoneNonUniformity,0.12584483636445565,True,-0.10401852368620422,0.10401852368620422,141
lbp-3D-k_glszm_HighGrayLevelZoneEmphasis,0.12546155739622125,True,-0.06281421677167716,0.06281421677167716,142
square_firstorder_10Percentile,0.1247714288623242,True,0.2327552703096906,0.2327552703096906,143
wavelet-LLL_gldm_LargeDependenceEmphasis,0.12233776293176533,True,0.44216440489108483,0.44216440489108483,144
wavelet-HHH_firstorder_Variance,0.12048366916605105,True,-0.09687791977217282,0.09687791977217282,145
exponential_firstorder_Maximum,0.1200856720890553,True,-0.10847003053615556,0.10847003053615556,146
original_glrlm_LongRunLowGrayLevelEmphasis,0.11865134737773901,True,-0.0947063696392403,0.0947063696392403,147
log-sigma-5-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.11795835878166462,True,-0.017885018198533265,0.017885018198533265,148
square_gldm_DependenceNonUniformityNormalized,0.11443785164878613,True,-0.018135051927291434,0.018135051927291434,149
log-sigma-3-0-mm-3D_glszm_LargeAreaEmphasis,0.11207449148311728,True,0.5247253366259377,0.5247253366259377,150
wavelet-LLH_glcm_Idn,0.11206907986762207,True,0.44961101098633405,0.44961101098633405,151
lbp-3D-k_glrlm_HighGrayLevelRunEmphasis,0.11176781003370914,True,0.41334952153756926,0.41334952153756926,152
wavelet-LHH_firstorder_Maximum,0.1098402124445839,True,0.15615858929147516,0.15615858929147516,153
wavelet-LHL_glszm_LowGrayLevelZoneEmphasis,0.10527179335068196,True,-0.7776644774118573,0.7776644774118573,154
lbp-3D-m2_glszm_LargeAreaLowGrayLevelEmphasis,0.10417469397119339,True,0.7646997726601178,0.7646997726601178,155
log-sigma-5-0-mm-3D_firstorder_Skewness,0.10383561084672377,True,0.047782909294808794,0.047782909294808794,156
log-sigma-5-0-mm-3D_glrlm_LongRunHighGrayLevelEmphasis,0.10219869471465719,True,-0.02904523288920328,0.02904523288920328,157
log-sigma-3-0-mm-3D_glcm_MaximumProbability,0.10079733912318128,True,0.09341327293971545,0.09341327293971545,158
original_glszm_LargeAreaEmphasis,0.09999134922422129,True,0.3826889979431298,0.3826889979431298,159
log-sigma-3-0-mm-3D_glszm_ZoneEntropy,0.0989553815204323,True,0.21775291064636898,0.21775291064636898,160
squareroot_firstorder_Kurtosis,0.09627115845915239,True,0.20278244108146576,0.20278244108146576,161
log-sigma-3-0-mm-3D_firstorder_90Percentile,0.09592343551004176,True,-0.34788507638778476,0.34788507638778476,162
lbp-3D-m1_glszm_SizeZoneNonUniformity,0.09565572744618991,True,0.49564257556225466,0.49564257556225466,163
lbp-3D-m2_firstorder_Kurtosis,0.09550733349117162,True,0.010286200435747983,0.010286200435747983,164
wavelet-HHH_glcm_JointEntropy,0.09338934589163794,True,0.12942607241104745,0.12942607241104745,165
square_firstorder_Skewness,0.09169275388049593,True,-0.15183910065604178,0.15183910065604178,166
logarithm_gldm_SmallDependenceLowGrayLevelEmphasis,0.09155361710966266,True,-0.12193065151363827,0.12193065151363827,167
wavelet-LLL_glcm_Contrast,0.08844309914840862,True,-0.19480816480103372,0.19480816480103372,168
wavelet-LLL_gldm_DependenceNonUniformityNormalized,0.08793717000819784,True,-0.4372368849420991,0.4372368849420991,169
wavelet-HLL_glszm_ZonePercentage,0.08668578354972127,True,-0.47123159883325416,0.47123159883325416,170
wavelet-HLH_glszm_LowGrayLevelZoneEmphasis,0.08454514555703649,True,-0.37411462234801096,0.37411462234801096,171
lbp-3D-m2_glszm_LowGrayLevelZoneEmphasis,0.08242201417778848,True,0.307327130151378,0.307327130151378,172
wavelet-LHH_glcm_JointEntropy,0.07885047166749741,True,0.6953736741479044,0.6953736741479044,173
wavelet-HHH_glcm_Idn,0.07797766578509623,True,0.35952853764884446,0.35952853764884446,174
wavelet-HLH_glcm_MCC,0.07504755509776916,True,-0.051466755562218774,0.051466755562218774,175
logarithm_firstorder_Mean,0.07069533465106269,True,-0.16140238687429484,0.16140238687429484,176
wavelet-HHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.07010648671502609,True,-0.5520123245992431,0.5520123245992431,177
log-sigma-4-0-mm-3D_firstorder_Maximum,0.06760338885323777,True,-0.16830070227204774,0.16830070227204774,178
wavelet-HHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.06686435875552334,True,0.39890966577727544,0.39890966577727544,179
original_gldm_LargeDependenceLowGrayLevelEmphasis,0.06477439931053404,True,0.04442389091475001,0.04442389091475001,180
wavelet-HLL_firstorder_Skewness,0.06437535850486258,True,-0.41735701990992075,0.41735701990992075,181
log-sigma-3-0-mm-3D_gldm_DependenceNonUniformity,0.06031023845885897,True,0.5903646502022427,0.5903646502022427,182
wavelet-HLH_glszm_ZonePercentage,0.059983910523454906,True,-0.3727457128808171,0.3727457128808171,183
square_firstorder_Minimum,0.059807123208982946,True,0.0037709741435252276,0.0037709741435252276,184
lbp-3D-k_glcm_Correlation,0.05954444094141934,True,0.035340275928538806,0.035340275928538806,185
wavelet-LLH_firstorder_InterquartileRange,0.05880332622089053,True,-0.32288136757413627,0.32288136757413627,186
lbp-3D-m1_glszm_LargeAreaLowGrayLevelEmphasis,0.057953026723444365,True,0.8424591585081775,0.8424591585081775,187
logarithm_glcm_MCC,0.05571398065809693,True,-0.4281259150181927,0.4281259150181927,188
wavelet-HLH_glrlm_RunEntropy,0.0556556341246096,True,0.04389682845292916,0.04389682845292916,189
wavelet-LHH_firstorder_RootMeanSquared,0.054209826444126794,True,-0.11899443488988648,0.11899443488988648,190
log-sigma-4-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.05187810559029908,True,0.21877812092095558,0.21877812092095558,191
lbp-3D-m2_glszm_HighGrayLevelZoneEmphasis,0.05030249503985473,True,-0.11817873396285618,0.11817873396285618,192
gradient_firstorder_Maximum,0.04348438665743588,True,-0.14408445573063122,0.14408445573063122,193
wavelet-HHH_glcm_MCC,0.042377358864356,True,-0.24212539227492025,0.24212539227492025,194
log-sigma-4-0-mm-3D_gldm_LargeDependenceEmphasis,0.04094558922761269,True,0.48826874498608247,0.48826874498608247,195
lbp-3D-m1_glcm_Imc2,0.03659179171125427,True,-0.34538337135331826,0.34538337135331826,196
lbp-3D-m1_glszm_SmallAreaLowGrayLevelEmphasis,0.036114634893757415,True,0.02568741428711358,0.02568741428711358,197
exponential_glrlm_RunVariance,0.03500382695718076,True,0.7234579088794267,0.7234579088794267,198
wavelet-HLH_glcm_ClusterProminence,0.03297093184744949,True,0.07266716821385474,0.07266716821385474,199
lbp-3D-k_firstorder_Kurtosis,0.032419918511576114,True,-0.06739839125371867,0.06739839125371867,200
logarithm_gldm_LowGrayLevelEmphasis,0.030316307404018392,True,0.03178151851218606,0.03178151851218606,201
lbp-3D-k_glszm_ZoneVariance,0.03009326317409072,True,0.8218085197642789,0.8218085197642789,202
log-sigma-3-0-mm-3D_firstorder_Maximum,0.025777236408325844,True,-0.2515581906412552,0.2515581906412552,203
gradient_glcm_ClusterProminence,0.025247205544569502,True,-0.03369466046613618,0.03369466046613618,204
wavelet-LLH_firstorder_Entropy,0.025061746167217475,True,0.12745970830638853,0.12745970830638853,205
square_glcm_Idn,0.021207512380363353,True,0.005232543665469585,0.005232543665469585,206
squareroot_glrlm_LongRunLowGrayLevelEmphasis,0.021013038119718726,True,-0.04131682590819993,0.04131682590819993,207
gradient_glcm_Correlation,0.01613615016854622,True,0.008600056473549526,0.008600056473549526,208
gradient_gldm_DependenceNonUniformity,0.01608362035646274,True,0.5312212042039821,0.5312212042039821,209
wavelet-HLL_glrlm_LongRunHighGrayLevelEmphasis,0.01314390135148507,True,0.3387173569659404,0.3387173569659404,210
log-sigma-5-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.012933765119414232,True,0.032232635028563564,0.032232635028563564,211
logarithm_glszm_SmallAreaLowGrayLevelEmphasis,0.011031824244570552,True,0.022744310937819222,0.022744310937819222,212
log-sigma-3-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.010489816156732022,True,0.18630433052060513,0.18630433052060513,213
wavelet-HLL_glrlm_LongRunLowGrayLevelEmphasis,0.009687333123415477,True,-0.5050373937799376,0.5050373937799376,214
wavelet-LHH_glszm_ZoneEntropy,0.008360432176762682,True,0.3919103530700846,0.3919103530700846,215
gradient_gldm_DependenceEntropy,0.007384158146416248,True,0.575518998454181,0.575518998454181,216
wavelet-HHH_glrlm_LongRunHighGrayLevelEmphasis,0.005003979285043072,True,0.2054436445991429,0.2054436445991429,217
lbp-3D-m1_gldm_DependenceNonUniformity,0.004935458412444879,True,0.8827932222863372,0.8827932222863372,218
log-sigma-5-0-mm-3D_firstorder_TotalEnergy,0.004419497063601723,True,0.9789711196046653,0.9789711196046653,219
wavelet-LHL_glcm_Correlation,0.00339939414341928,True,-0.034082932612492796,0.034082932612492796,220
gradient_firstorder_Minimum,0.0021430030869406718,True,-0.42087474491973065,0.42087474491973065,221
wavelet-HLH_firstorder_RootMeanSquared,0.001861507172601129,True,0.2591964091125453,0.2591964091125453,222
wavelet-HLH_glcm_ClusterShade,0.001338251820440761,True,0.20296703891978982,0.20296703891978982,223
lbp-3D-m1_glszm_SmallAreaHighGrayLevelEmphasis,0.0013166010497370957,True,0.3745167879232496,0.3745167879232496,224
log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.0007780505024901468,True,-0.27560778802276525,0.27560778802276525,225
log-sigma-4-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0,True,-0.49080668331521543,0.49080668331521543,226
square_firstorder_Variance,0.0,True,0.0249886396023567,0.0249886396023567,227
square_glcm_ClusterProminence,0.0,True,0.005758550322677634,0.005758550322677634,228
wavelet-LHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,True,-0.8694972108462135,0.8694972108462135,229
original_firstorder_TotalEnergy,0.0,True,0.9122082987322918,0.9122082987322918,230
wavelet-LHH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,True,-0.3227978390319283,0.3227978390319283,231
wavelet-HHH_glcm_JointEnergy,0.0,True,-0.005045234328935393,0.005045234328935393,232
wavelet-HLL_glcm_MaximumProbability,0.0,True,-0.03327968126218763,0.03327968126218763,233
log-sigma-3-0-mm-3D_glszm_LowGrayLevelZoneEmphasis,0.0,True,1.749276278931927e-05,1.749276278931927e-05,234
log-sigma-5-0-mm-3D_gldm_LowGrayLevelEmphasis,0.0,True,-0.006618599162039475,0.006618599162039475,235
wavelet-LHL_glcm_Imc2,0.0,True,-0.6226841900638245,0.6226841900638245,236
lbp-3D-m2_glszm_ZonePercentage,0.0,True,-0.4359023519170659,0.4359023519170659,237
wavelet-LHH_firstorder_Range,0.0,True,0.12148582183381879,0.12148582183381879,238
wavelet-HHH_glszm_LargeAreaEmphasis,0.0,True,0.37693364465974205,0.37693364465974205,239
wavelet-LHL_glcm_MCC,0.0,True,-0.10371449459563642,0.10371449459563642,240
gradient_glszm_SmallAreaLowGrayLevelEmphasis,0.0,True,0.046155458470858175,0.046155458470858175,241
lbp-3D-m1_glcm_InverseVariance,0.0,True,0.020223721398119288,0.020223721398119288,242
wavelet-LHL_glcm_Idn,0.0,True,0.5119248391892907,0.5119248391892907,243
gradient_glszm_GrayLevelNonUniformityNormalized,0.0,True,0.0763224385171395,0.0763224385171395,244
log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis,0.0,True,-0.03030975087750444,0.03030975087750444,245
log-sigma-4-0-mm-3D_glcm_Idn,0.0,True,0.17594288001063588,0.17594288001063588,246
wavelet-HHL_glcm_Correlation,0.0,True,-0.1340388107776856,0.1340388107776856,247
wavelet-LHH_glcm_Imc2,0.0,True,-0.5200106228341698,0.5200106228341698,248
wavelet-LHH_glszm_LargeAreaLowGrayLevelEmphasis,0.0,True,-0.3256218284244515,0.3256218284244515,249
wavelet-HLH_glcm_Idn,0.0,True,0.34645280544384555,0.34645280544384555,250
wavelet-LHH_glcm_Idn,0.0,True,0.47149548904482586,0.47149548904482586,251
wavelet-HLL_glcm_Imc2,0.0,True,-0.5975358840093413,0.5975358840093413,252
gradient_glszm_LowGrayLevelZoneEmphasis,0.0,True,0.13838954163143408,0.13838954163143408,253
exponential_gldm_DependenceNonUniformityNormalized,0.0,True,0.284245637502341,0.284245637502341,254
log-sigma-5-0-mm-3D_gldm_DependenceNonUniformityNormalized,0.0,True,-0.402126438481319,0.402126438481319,255
logarithm_glcm_Idn,0.0,True,0.2792674467663183,0.2792674467663183,256
lbp-3D-m1_glcm_Correlation,0.0,True,-0.2071941926427221,0.2071941926427221,257
wavelet-HHH_glszm_SizeZoneNonUniformityNormalized,0.0,True,-0.06572155756856034,0.06572155756856034,258
