feature,mean_abs_shap_all,mean_abs_shap_test,mean_abs_shap_class_1,mean_abs_shap_class_2,mean_abs_shap_class_3,mean_abs_shap_class_4,mean_abs_shap_class_5,importance,importance_rank,feature_class,shap_rank
lbp-3D-m1_glrlm_HighGrayLevelRunEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,glrlm,279
lbp-3D-m2_firstorder_Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,firstorder,280
square_glcm_DifferenceAverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281,glcm,281
exponential_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,glszm,282
log-sigma-3-0-mm-3D_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283,firstorder,283
logarithm_glcm_SumEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,glcm,284
lbp-3D-m1_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,firstorder,285
square_glcm_JointEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,glcm,286
wavelet-HLL_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252,glcm,287
lbp-3D-m1_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287,firstorder,288
lbp-3D-m2_glcm_Autocorrelation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288,glcm,289
lbp-3D-m2_firstorder_InterquartileRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,firstorder,290
wavelet-LHH_gldm_LargeDependenceEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,gldm,291
wavelet-HLL_glcm_DifferenceAverage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,glcm,292
log-sigma-5-0-mm-3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,gldm,293
exponential_glcm_Correlation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,glcm,294
lbp-3D-m2_glszm_GrayLevelVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,glszm,295
wavelet-LHL_firstorder_Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295,firstorder,296
exponential_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296,gldm,297
wavelet-LHH_firstorder_Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,firstorder,298
wavelet-HLH_firstorder_Skewness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298,firstorder,299
log-sigma-4-0-mm-3D_firstorder_Skewness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,firstorder,300
log-sigma-5-0-mm-3D_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,firstorder,301
wavelet-LLL_glcm_JointEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,glcm,302
square_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,glszm,303
wavelet-HLL_glcm_JointEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,glcm,304
lbp-3D-m2_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304,firstorder,305
exponential_glszm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,glszm,306
squareroot_glcm_JointEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306,glcm,307
lbp-3D-m2_glrlm_ShortRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,glrlm,308
original_firstorder_Skewness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308,firstorder,309
logarithm_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309,gldm,310
logarithm_gldm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,gldm,311
log-sigma-5-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,glszm,312
lbp-3D-m2_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,glrlm,313
wavelet-HHH_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,firstorder,314
square_glszm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,glszm,315
logarithm_gldm_LargeDependenceEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,gldm,316
wavelet-HLL_gldm_LargeDependenceEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,gldm,317
wavelet-LHL_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317,firstorder,318
original_shape_Maximum2DDiameterColumn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318,shape,319
lbp-3D-m1_firstorder_Variance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,firstorder,320
exponential_firstorder_Variance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,firstorder,321
wavelet-LHH_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,firstorder,322
wavelet-HLH_gldm_LargeDependenceEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,gldm,323
wavelet-HLH_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,firstorder,324
square_glcm_DifferenceVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,glcm,325
wavelet-HLH_firstorder_10Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,firstorder,326
gradient_glszm_GrayLevelVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326,glszm,327
log-sigma-5-0-mm-3D_glcm_Contrast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,glcm,328
wavelet-HHL_gldm_LargeDependenceEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328,gldm,329
log-sigma-3-0-mm-3D_firstorder_Skewness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329,firstorder,330
wavelet-LHL_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330,glszm,331
wavelet-HLL_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331,glszm,332
lbp-3D-m1_firstorder_Skewness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332,firstorder,333
lbp-3D-k_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333,gldm,334
log-sigma-3-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,gldm,335
square_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,gldm,336
wavelet-LLH_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336,glszm,337
wavelet-HLH_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,glszm,338
square_glrlm_RunEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,glrlm,339
exponential_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,firstorder,340
log-sigma-4-0-mm-3D_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340,gldm,341
exponential_glrlm_RunEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,glrlm,342
log-sigma-4-0-mm-3D_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342,glszm,343
log-sigma-5-0-mm-3D_glszm_ZoneEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343,glszm,344
wavelet-LLH_glcm_SumEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,glcm,345
wavelet-HLH_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,glszm,346
wavelet-HLL_firstorder_InterquartileRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346,firstorder,347
wavelet-HLL_firstorder_10Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347,firstorder,348
gradient_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348,firstorder,349
log-sigma-3-0-mm-3D_gldm_LargeDependenceEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,gldm,350
wavelet-HLL_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350,firstorder,351
wavelet-LHL_firstorder_RootMeanSquared,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,firstorder,352
square_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,firstorder,353
gradient_firstorder_InterquartileRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353,firstorder,354
square_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354,glszm,355
wavelet-HLL_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355,firstorder,356
exponential_glrlm_RunLengthNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356,glrlm,357
gradient_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357,gldm,358
wavelet-HLL_gldm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,gldm,359
gradient_glszm_SmallAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359,glszm,360
log-sigma-3-0-mm-3D_gldm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360,gldm,361
log-sigma-4-0-mm-3D_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,glszm,362
original_firstorder_Minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362,firstorder,363
wavelet-HLL_firstorder_Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,firstorder,364
wavelet-LHH_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364,glcm,365
log-sigma-4-0-mm-3D_glcm_MCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,glcm,366
wavelet-LLL_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366,glcm,367
wavelet-HLL_glcm_MCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367,glcm,368
lbp-3D-m2_glrlm_RunEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368,glrlm,369
log-sigma-4-0-mm-3D_gldm_LowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,gldm,370
wavelet-HLL_glcm_Correlation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370,glcm,371
exponential_firstorder_10Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,firstorder,372
gradient_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372,glrlm,373
lbp-3D-k_firstorder_Minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373,firstorder,374
lbp-3D-m1_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374,gldm,375
square_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375,glcm,376
log-sigma-3-0-mm-3D_glcm_Correlation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376,glcm,377
wavelet-HLL_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377,gldm,378
wavelet-HHH_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378,gldm,379
exponential_glszm_SmallAreaEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379,glszm,380
wavelet-HLH_gldm_DependenceEntropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380,gldm,381
lbp-3D-m2_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,gldm,382
wavelet-LLL_firstorder_InterquartileRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,firstorder,383
gradient_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,glrlm,384
log-sigma-5-0-mm-3D_firstorder_InterquartileRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384,firstorder,385
log-sigma-4-0-mm-3D_gldm_DependenceNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385,gldm,386
wavelet-HHH_gldm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386,gldm,387
wavelet-LLL_glcm_Idn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517,glcm,388
wavelet-LLH_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388,firstorder,389
square_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389,glrlm,390
log-sigma-5-0-mm-3D_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,firstorder,391
exponential_gldm_DependenceNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391,gldm,392
gradient_gldm_GrayLevelNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,gldm,393
wavelet-HHH_firstorder_Maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,firstorder,394
wavelet-HHH_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,glszm,395
wavelet-HLL_glszm_LargeAreaEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,glszm,396
wavelet-HHL_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396,glszm,397
wavelet-LHL_firstorder_InterquartileRange,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397,firstorder,398
wavelet-LLH_firstorder_90Percentile,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398,firstorder,399
logarithm_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399,firstorder,400
square_firstorder_Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,firstorder,401
wavelet-LHH_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,glszm,402
lbp-3D-m1_glrlm_LongRunLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,glrlm,403
square_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403,glszm,404
log-sigma-4-0-mm-3D_glcm_Idm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404,glcm,405
lbp-3D-m1_glszm_SmallAreaEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,glszm,406
wavelet-LLH_glcm_Correlation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,glcm,407
original_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,glszm,408
wavelet-HHL_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,glszm,409
wavelet-HLH_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409,gldm,410
lbp-3D-m2_gldm_SmallDependenceHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,gldm,411
log-sigma-5-0-mm-3D_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411,glszm,412
log-sigma-3-0-mm-3D_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,glszm,413
wavelet-LHH_glcm_MCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413,glcm,414
lbp-3D-k_glcm_ClusterProminence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,glcm,415
gradient_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,glszm,416
wavelet-HLH_glcm_Idn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,glcm,417
gradient_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,glcm,418
lbp-3D-m2_glszm_GrayLevelNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418,glszm,419
square_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419,glcm,420
square_glcm_InverseVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,glcm,421
log-sigma-5-0-mm-3D_glcm_InverseVariance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,glcm,422
square_glszm_LowGrayLevelZoneEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,glszm,423
exponential_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,glcm,424
wavelet-HLH_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424,glcm,425
square_glszm_GrayLevelNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,glszm,426
wavelet-HHL_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,glcm,427
wavelet-LLH_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,glszm,428
wavelet-HLH_glszm_SizeZoneNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,glszm,429
log-sigma-5-0-mm-3D_glcm_MaximumProbability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369,glcm,430
wavelet-HLL_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430,glcm,431
log-sigma-5-0-mm-3D_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431,glcm,432
log-sigma-4-0-mm-3D_glszm_SmallAreaEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432,glszm,433
wavelet-HHL_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433,glcm,434
lbp-3D-m1_glszm_LowGrayLevelZoneEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434,glszm,435
square_glszm_LargeAreaEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,glszm,436
exponential_firstorder_Kurtosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436,firstorder,437
wavelet-LHL_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,glszm,438
wavelet-HHH_firstorder_Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438,firstorder,439
wavelet-HLH_glszm_LargeAreaEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439,glszm,440
original_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,glszm,441
wavelet-LLL_firstorder_Minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,firstorder,442
wavelet-LLH_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,glszm,443
wavelet-HLL_glcm_ClusterTendency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,glcm,444
wavelet-HLH_firstorder_Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,firstorder,445
exponential_gldm_LargeDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,gldm,446
wavelet-LHH_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446,glszm,447
logarithm_firstorder_Minimum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447,firstorder,448
squareroot_firstorder_Median,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,firstorder,449
square_glrlm_RunLengthNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,glrlm,450
wavelet-LHL_firstorder_Maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,firstorder,451
logarithm_glszm_SizeZoneNonUniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,glszm,452
wavelet-LLH_firstorder_Maximum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452,firstorder,453
log-sigma-5-0-mm-3D_glcm_Idn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387,glcm,454
logarithm_firstorder_Range,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455,firstorder,455
log-sigma-3-0-mm-3D_glcm_Idmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416,glcm,456
wavelet-LHH_glrlm_LongRunHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,glrlm,457
gradient_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,glszm,458
log-sigma-4-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459,gldm,459
wavelet-LLH_glcm_Contrast,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460,glcm,460
wavelet-LHL_glcm_Imc2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,glcm,461
gradient_glcm_Imc1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462,glcm,462
lbp-3D-k_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,gldm,463
wavelet-HHL_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,gldm,464
wavelet-LHH_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,gldm,465
wavelet-HLL_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466,gldm,466
wavelet-LLL_glcm_ClusterProminence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,glcm,467
wavelet-LHH_glszm_LowGrayLevelZoneEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468,glszm,468
wavelet-LHH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,gldm,469
log-sigma-3-0-mm-3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,gldm,470
wavelet-HLH_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471,gldm,471
original_glcm_MaximumProbability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,glcm,472
gradient_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473,gldm,473
wavelet-HLL_glcm_JointEnergy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,glcm,474
wavelet-LHL_glcm_MaximumProbability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,glcm,475
wavelet-LLL_firstorder_Uniformity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476,firstorder,476
exponential_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477,glszm,477
lbp-3D-k_glszm_ZonePercentage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478,glszm,478
log-sigma-3-0-mm-3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479,glszm,479
exponential_glcm_Idmn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,glcm,480
squareroot_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,glszm,481
square_gldm_SmallDependenceLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482,gldm,482
original_glszm_SmallAreaLowGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483,glszm,483
wavelet-HLL_glcm_ClusterShade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,glcm,484
wavelet-HHH_glszm_GrayLevelNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,glszm,485
wavelet-HLH_gldm_LargeDependenceHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469,gldm,486
wavelet-LHH_firstorder_Variance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484,firstorder,487
square_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456,glszm,488
wavelet-HLH_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487,glszm,489
lbp-3D-m1_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488,glszm,490
log-sigma-3-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489,glszm,491
log-sigma-5-0-mm-3D_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,glszm,492
gradient_glszm_GrayLevelNonUniformityNormalized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244,glszm,493
wavelet-LLH_glcm_ClusterShade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492,glcm,494
square_glcm_ClusterProminence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228,glcm,495
wavelet-HHL_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494,glszm,496
lbp-3D-m2_glszm_LargeAreaHighGrayLevelEmphasis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495,glszm,497
